Time,Learning rate,Train loss,Validation loss,MAE_dft_e_hull_diff
2.3493926525115967,0.001,0.5400868341326713,0.4504312306642532,0.4504312229156494
3.2482564449310303,0.001,0.22364444509148598,0.2167829304933548,0.21678292870521546
4.085338354110718,0.001,0.11008305475115776,0.07128029689192772,0.07128029584884643
5.067206859588623,0.001,0.04156359545886516,0.05541402027010918,0.05541401922702789
5.942115545272827,0.001,0.044276999123394487,0.07024653702974319,0.07024653553962708
6.893198490142822,0.001,0.050391261093318464,0.05554245077073574,0.0555424502491951
7.971674919128418,0.001,0.058991264924407004,0.044093573652207854,0.04409357205033302
9.375640630722046,0.001,0.035539689287543294,0.03770415000617504,0.0377041494846344
10.391894578933716,0.001,0.02678259564563632,0.041763109154999256,0.041763108670711514
11.603865146636963,0.001,0.03332589957863093,0.053505171090364456,0.053505170047283175
12.893168449401855,0.001,0.043424214236438274,0.05719354823231697,0.05719354808330536
14.345510005950928,0.001,0.04915661085397005,0.047038600966334346,0.04703859955072403
15.666564702987671,0.001,0.03151680529117584,0.043827777914702895,0.04382777750492096
16.88735795021057,0.001,0.0383149329572916,0.04023699816316366,0.04023699760437012
17.697264909744263,0.001,0.0341718003153801,0.042995404545217754,0.04299540370702744
18.339362382888794,0.001,0.032567673921585084,0.05735089369118214,0.05735089302062988
19.2359516620636,0.001,0.030642458610236643,0.037335955910384654,0.03733595564961433
20.26179313659668,0.001,0.025549011025577783,0.08583925440907478,0.08583925306797027
21.413544178009033,0.001,0.07216996010392904,0.04289310872554779,0.042893108278512955
22.394269704818726,0.001,0.06692012809216977,0.042008993588387965,0.04200899243354797
23.406095504760742,0.001,0.05371888130903244,0.09616427347064019,0.09616427183151245
24.31148052215576,0.001,0.061983811855316165,0.04639659002423287,0.04639658957719803
25.48348641395569,0.001,0.047745773755013945,0.06587659865617752,0.0658765971660614
26.555201530456543,0.001,0.04582648891955614,0.0774102557450533,0.07741025298833847
27.366946697235107,0.001,0.062081761099398135,0.04361630734056234,0.043616306781768796
28.080103635787964,0.001,0.032468168810009954,0.03969902936369181,0.03969902813434601
28.851506233215332,0.001,0.03382655065506697,0.035420720279216764,0.035420719683170315
30.09665608406067,0.001,0.028718248941004276,0.05645522475242615,0.05645522356033325
31.23201847076416,0.001,0.03385989610105753,0.038098146207630634,0.03809814542531967
32.13434910774231,0.001,0.025601670518517493,0.05119545087218284,0.05119545042514801
33.098254680633545,0.001,0.028429547045379876,0.04092194624245167,0.04092194557189941
34.162768602371216,0.001,0.025332683324813844,0.032071304693818095,0.032071304023265836
35.16201305389404,0.001,0.022419572155922652,0.03682395350188017,0.03682395294308662
36.1152982711792,0.001,0.02699719863012433,0.0351338186301291,0.03513381764292717
36.92107391357422,0.001,0.019272575061768292,0.03739278968423605,0.03739278897643089
37.86325407028198,0.001,0.04043376054614782,0.03320345152169466,0.033203450739383696
38.8466362953186,0.001,0.05848429501056671,0.09316434934735299,0.09316434800624847
39.38884377479553,0.001,0.04880914054811001,0.04105324968695641,0.04105324864387512
39.95692706108093,0.001,0.02973531847819686,0.03533487468957901,0.03533487394452095
40.65373158454895,0.001,0.017074275109916926,0.03185794353485107,0.031857942789793016
41.40064549446106,0.001,0.02218931121751666,0.04627182520925999,0.046271824538707734
42.11540365219116,0.001,0.044395914487540725,0.11424030512571334,0.11424030423164368
42.75212097167969,0.001,0.05451564937829971,0.043519926629960536,0.043519925773143765
43.40119791030884,0.001,0.02661176770925522,0.052216312661767,0.052216312289237975
43.99480104446411,0.001,0.0276725385338068,0.04169941637665033,0.04169941544532776
44.51646161079407,0.001,0.021562757343053816,0.03741596192121506,0.03741596132516861
44.96636128425598,0.001,0.022000771202147006,0.0372385935857892,0.03723859295248985
45.50999355316162,0.001,0.01830182634294033,0.0353124288842082,0.035312427580356597
46.11642360687256,0.001,0.019036416336894034,0.036730756424367426,0.03673075571656227
46.87302613258362,0.001,0.0187568717636168,0.03813414741307497,0.03813414603471756
47.478137493133545,0.001,0.01809702762402594,0.04026691820472479,0.040266917645931245
48.02787947654724,0.0005,0.017932819109410046,0.03588183932006359,0.03588183864951134
48.8072566986084,0.0005,0.020448586205020547,0.046575906500220296,0.04657590627670288
49.72333312034607,0.0005,0.01918837772682309,0.04615494105964899,0.04615494042634964
50.56291317939758,0.0005,0.01837021019309759,0.032605514861643314,0.03260551437735557
51.29726314544678,0.0005,0.011669321218505502,0.03560731783509254,0.03560731753706932
51.99995255470276,0.0005,0.012042376445606351,0.03933339640498161,0.03933339595794678
52.68432354927063,0.0005,0.013426351081579923,0.03509941780939698,0.03509941726922989
53.329877614974976,0.0005,0.017603110522031784,0.0548238068819046,0.054823806583881377
53.98127722740173,0.0005,0.016148171108216047,0.03285947944968939,0.032859479039907456
54.67225766181946,0.0005,0.020494295191019772,0.036501077376306056,0.036501076519489285
55.33982610702515,0.0005,0.017977020144462584,0.03476320318877697,0.03476320222020149
56.0062530040741,0.00025,0.010941160563379525,0.032704686559736726,0.032704686522483824
56.68888020515442,0.00025,0.011388601502403617,0.03676475305110216,0.036764752268791195
57.35590672492981,0.00025,0.010848522279411554,0.03975335527211428,0.03975335419178009
58.09765076637268,0.00025,0.010832520574331284,0.03415613491088152,0.034156133979558946
58.90377879142761,0.00025,0.011247810628265142,0.03275744942948222,0.03275744915008545
59.64879775047302,0.00025,0.011035940097644924,0.038830464333295824,0.03883046418428421
60.35603857040405,0.00025,0.010834979359060526,0.03414939884096384,0.03414939790964126
61.08954930305481,0.00025,0.00948902447707951,0.03933238293975592,0.03933238208293915
61.836209535598755,0.00025,0.010276650544255972,0.03218427002429962,0.03218426927924156
62.60967230796814,0.00025,0.010923058958724141,0.0383351806551218,0.03833518028259277
